Variable Name/Key,Figma Preview URL,🟡 DC English Current,⚪ SOURCE English,🟡 DC Español Current,⚪ SOURCE Español,🟡 DC Amharic Current,Suggested Machine Translation,Status,Amharic Status,Environment,Notes
S3 - Contact Preferences Update - Label Text Preference,,Would you like to get text messages about your DC SUN Bucks account?,Would you like to get text messages about your DC SUN Bucks account?,¿Te gustaría recibir mensajes de texto sobre tu cuenta de DC SUN Bucks?,¿Te gustaría recibir mensajes de texto sobre tu cuenta de DC SUN Bucks?,ስለ DC SUN Bucks መለያዎ የጽሑፍ መልዕክቶችን ማግኘት ይፈልጋሉ?,ስለ ዲሲ ሰን ቡክስ አካውንትዎ የጽሑፍ መልዕክቶችን ማግኘት ይፈልጋሉ?,Ready to Publish,,"Figma, Code",
S3 - Contact Preferences Update - Description Text Preference,,!N/A!,This phone number needs to be able to receive text messages and can’t be changed.,!N/A!,Este número de teléfono tiene que poder recibir mensajes de texto y no se puede cambiar.,!N/A!,,!N/A!,,!N/A!,
S3 - Contact Preferences Update - Label Phone,,What's the best phone number to text you?,What's the best phone number to text you?,¿Cuál es el mejor número de teléfono para enviarte mensajes de texto?,¿Cuál es el mejor número de teléfono para enviarte mensajes de texto?,መልእክት ለመላክ በጣም ጥሩው የስልክ ቁጥር የትኛው ነው?,መልእክት ለመላክ በጣም ጥሩው የስልክ ቁጥር የትኛው ነው?,Ready to Publish,,"Figma, Code",
S3 - Contact Preferences Update - Description Phone,,This phone number needs to be able to receive text messages.,This phone number needs to be able to receive text messages.,Este número de teléfono tiene que poder recibir mensajes de texto.,Este número de teléfono tiene que poder recibir mensajes de texto,ይህ የስልክ ቁጥር የጽሑፍ መልዕክቶችን መቀበል መቻል አለበት።,ይህ የስልክ ቁጥር የጽሑፍ መልዕክቶችን መቀበል መቻል አለበት።,Ready to Publish,,"Figma, Code",
S3 - Contact Preferences Update - Action Update Contact,,Update contact preferences,Update contact preferences,Actualizar las preferencias de contacto,Actualizar las preferencias de contacto,የመገኛ መረጃ ምርጫዎችን ያዘምኑ,የእውቂያ ምርጫዎችን ያዘምኑ,Ready to Publish,,"Figma, Code",
S3 - Parent Profile Update - Alert Profile Update,,!N/A!,Your profile has been updated,!N/A!,Tu perfil ha sido actualizado,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Title,,!N/A!,Your Summer EBT Profile,!N/A!,Tu perfil de Summer EBT,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Back,,!N/A!,Back to portal home,!N/A!,Regresar a la página de inicio del portal,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Heading Mailing Address,,!N/A!,Your mailing address,!N/A!,Tu dirección de correspondencia,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Label Preferred Mailing Address,,!N/A!,Select your preferred mailing address,!N/A!,Selecciona tu dirección de correspondencia preferida,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Helper Preferred Mailing Address,,!N/A!,You may add or edit addresses in this list using the links below.,!N/A!,Puedes agregar o editar las direcciones en esta lista usando los enlaces de abajo.,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Action Add Mailing Address,,!N/A!,Add a new mailing address,!N/A!,Agregar una nueva dirección de correspondencia,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Edit Mailing Address,,!N/A!,Edit mailing addresses,!N/A!,Editar la dirección de correspondencia,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Mailing Address Edit - Title,,!N/A!,Edit your mailing addresses,!N/A!,Edite tu dirección de correspondencia,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Mailing Address Edit - Label Select Address,,!N/A!,Select the address to edit,!N/A!,Selecciona la dirección que quieres editar,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Mailing Address Edit - Label Update or Delete,,!N/A!,Do you want to update or delete this address?,!N/A!,¿Quieres actualizar o borrar esta dirección?,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Mailing Address Edit - Option Update,,!N/A!,Update,!N/A!,Actualizar,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Mailing Address Edit - Option Delete,,!N/A!,Delete,!N/A!,Borarr,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Confirm Delete Address - Title,,!N/A!,Are you sure you want to delete this address?,!N/A!,¿Estás seguro de que quieres borrar esta dirección?,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S3 - Parent Profile Update - Action Update Address,,!N/A!,Update address preferences,!N/A!,Actualizar las preferencias de direcciones,!N/A!,,!N/A!,,!N/A!,This screen doesn't exist in any design. It can be removed from the content manager.
S4 - Mailing Address Update - Title Your,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2080-5949&t=8l7C0qBZTmPYNmbj-4,Tell us where to safely send your mail,Tell us where to safely send your mail,Cuéntanos a qué dirección podemos enviarte tu correo,Cuéntanos a qué dirección podemos enviarte tu correo de forma segura,ደብዳቤዎን ደህንነቱ በተጠበቀ ሁኔታ የት መላክ እንዳለብን ይንገሩን,ደብዳቤዎን ደህንነቱ በተጠበቀ ሁኔታ የት መላክ እንዳለብን ይንገሩን,Ready to Publish,,"Figma, Code",
S4 - Mailing Address Update - Helper Street Address,,!N/A!,Enter a street address shorter than 30 characters.,!N/A!,Escribe una dirección de calle de menos de 30 caracteres.,ከ30 ቁምፊዎች ያጠረ የመንገድ አድራሻ ያስገቡ።,,!N/A!,,Figma,This duplicate helper text isn't needed anymore.
S4 - Mailing Address Update - Alert Body,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=9163-39146&t=8l7C0qBZTmPYNmbj-4,"There was an issue with the address provided. If you can, please, enter a street address shorter than 30 characters.","There was an issue with the address provided. If you can, please, enter a street address shorter than 30 characters.","Hubo un problema con la dirección que ingresaste. Si puedes, escribe una dirección de calle de menos de 30 caracteres.","Hubo un problema con la dirección que ingresaste. Si puedes, escribe una dirección de calle de menos de 30 caracteres.",በተሰጠው አድራሻ ላይ ችግር ነበር። ከቻሉ፣ እባክዎን ከ30 ቁምፊዎች ያጠረ የመንገድ አድራሻ ያስገቡ።,በተሰጠው አድራሻ ላይ ችግር ነበር። ከቻሉ፣ እባክዎን ከ30 ቁምፊዎች ያጠረ የመንገድ አድራሻ ያስገቡ።,Ready to Publish,,"Figma, Code",
S4 - Mailing Address Update - Alert Action,,Contact us if you need more help,Contact us if you need more help.,Contáctanos si necesitas más ayuda,Contáctanos si necesitas más ayuda.,ተጨማሪ እርዳታ ከፈለጉ እኛን ያግኙን,ተጨማሪ እርዳታ ከፈለጉ እኛን ያግኙን,Ready to Publish,,"Figma, Code",
S4 - Mailing Address Update - Validation Street Address,,Enter a street address shorter than 30 characters.,Enter a street address shorter than 30 characters.,Escribe una dirección de calle de menos de 30 caracteres.,Escribe una dirección de calle de menos de 30 caracteres.,ከ30 ቁምፊዎች ያጠረ የመንገድ አድራሻ ያስገቡ።,ከ30 ቁምፊዎች ያጠረ የመንገድ አድራሻ ያስገቡ።,Ready to Publish,,"Figma, Code",
S4 - Abbreviated Address - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=9232-40033&t=8l7C0qBZTmPYNmbj-4,!N/A!,We abbreviated your address,!N/A!,Abreviamos tu dirección,!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Body 1,,!N/A!,We updated the street address to a format we can accept.,!N/A!,Actualizamos la dirección de la calle a un formato que sí podemos aceptar.,!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Body 2,,!N/A!,Suggested address,!N/A!,Dirección sugerida,!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Body 3,,!N/A!,Address you entered,!N/A!,Dirección que ingresaste,!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Body 4,,!N/A!,"If the suggested address is correct, tap ""Use suggested address"". If you want to make a change to your address, tap ""Edit the address I entered"". Enter a street address shorter than 30 characters.",!N/A!,"Si la dirección sugerida es correcta, toca “Usar la dirección sugerida”.
Si quieres hacer un cambio a tu dirección, toca “Editar la dirección que ingresé”.
Ingresa una dirección de calle con menos de 30 caracteres.",!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Action 1,,!N/A!,Edit the address I entered,!N/A!,Editar la dirección que ingresé,!N/A!,,!N/A!,,!N/A!,
S4 - Abbreviated Address - Action 2,,!N/A!,Use suggested address,!N/A!,Usar la dirección sugerida,!N/A!,,!N/A!,,!N/A!,
S4 - Address Not Found - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2080-6375&t=8l7C0qBZTmPYNmbj-4,Are you sure this address is correct?,Are you sure this address is correct?,¿Estás seguro que esta dirección es correcta?,¿Estás seguro que esta dirección es correcta?,ይህ አድራሻ ትክክል መሆኑን እርግጠኛ ነዎት?,ይህ አድራሻ ትክክል መሆኑን እርግጠኛ ነዎት?,Ready to Publish,,"Figma, Code",
S4 - Address Not Found - Body,,"We couldn't find the address you entered. To make sure we can send you mail or a DC SUN Bucks card, please check the address.

If you want to make a change, tap ""Edit the address"".

If the address you provided is correct, tap ""Contact us"" for more help.","We couldn't find the address you entered. To make sure we can send you mail or a Summer EBT card, please check the address. If it is correct, tap ""Use this address"".

If you want to make a change, tap ""Edit the address"".","No pudimos encontrar la dirección que ingresaste. Para asegurarnos de poder enviarte correo o tu tarjeta de DC SUN Bucks, por favor revisa la dirección. 

Si quieres hacer un cambio, toca “Editar la dirección”. Si la dirección que diste es correcta, toca “Comunícate con nosotros” para obtener más ayuda.","No pudimos encontrar la dirección que ingresaste. Para asegurarnos de poder enviarte correo o tu tarjeta de Summer EBT, por favor revisa la dirección. Si es correcta, toca “Usar esta dirección”.

Si quieres hacer un cambio, toca “Editar la dirección”.","ያስገቡትን አድራሻ ማግኘት አልቻልንም። ፖስታ ወይም የDC SUN Bucks ካርድ መላክ እንደምንችል ለማረጋገጥ፣ እባክዎን አድራሻውን ያረጋግጡ።

ለውጥ ማድረግ ከፈለጉ ""አድራሻ አርትዕ"" የሚለውን ይንኩ።

የሰጡት አድራሻ ትክክል ከሆነ፣ ለተጨማሪ እገዛ ""እኛን ያግኙን"" የሚለውን ይንኩ።","ያስገቡትን አድራሻ ማግኘት አልቻልንም። ደብዳቤ ወይም የዲሲ ሰን ቡክስ ካርድ መላክ እንደምንችል ለማረጋገጥ፣ እባክዎ አድራሻውን ያረጋግጡ።

ለውጥ ማድረግ ከፈለጉ ""አድራሻውን አርትዕ"" የሚለውን ይንኩ።

ያቀረቡት አድራሻ ትክክል ከሆነ፣ ለተጨማሪ እገዛ ""አግኙን"" የሚለውን ይንኩ።",Ready to Publish,,"Figma, Code",
S4 - Address Not Found - Alert Title,,Address you entered,Address you entered,Dirección que ingresaste,Dirección que ingresaste,ያስገቡት አድራሻ,ያስገቡት አድራሻ,Ready to Publish,,"Figma, Code",
S4 - Address Not Found - Alert Action,,Edit the address,Edit the address,Editar esta dirección,Editar esta dirección,አድራሻውን ያርትዑ,አድራሻውን ያርትዑ,Ready to Publish,,"Figma, Code",
S4 - Address Not Found - Continue,,!N/A!,Use this address,!N/A!,Usar esta dirección,!N/A!,,!N/A!,,!N/A!,
S4 - Address Not Found - Action Help,,Contact us,Contact us,Contáctanos,Contáctanos ,ያግኙን,ያግኙን,Ready to Publish,,"Figma, Code",
S4 - Suggested Address - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2642-5204&t=8l7C0qBZTmPYNmbj-4,Check the address,Check the address,Confirmar la dirección,Confirmar la dirección,አድራሻውን ያረጋግጡ,አድራሻውን ያረጋግጡ,Ready to Publish,,"Figma, Code",
S4 - Suggested Address - Body,,"We updated the address you entered. If correct, use the suggested address.","We updated the address you entered. If correct, use the suggested address.","Hemos actualizado la dirección que ingresaste. Si es correcta, selecciona la dirección sugerida.","Hemos actualizado la dirección que ingresaste. Si es correcta, selecciona la dirección sugerida.",ያስገቡትን አድራሻ አሻሽለናል። ትክክል ከሆነ፣ የተጠቆመውን አድራሻ ይጠቀሙ።,ያስገቡትን አድራሻ አዘምነናል። ትክክል ከሆነ የተጠቆመውን አድራሻ ይጠቀሙ።,Ready to Publish,,"Figma, Code",
S4 - Suggested Address - Label Select,,Select the address to use,Select the address to use,Selecciona la dirección que quieres usar,Selecciona la dirección que quieres usar,የሚጠቀሙበትን አድራሻ ይምረጡ,የሚጠቀሙበትን አድራሻ ይምረጡ,Ready to Publish,,"Figma, Code",
S5 - Bulk Order New Cards - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2647-5380&t=8l7C0qBZTmPYNmbj-4,Do you want to request replacement DC SUN Bucks cards to be sent to this address?,Do you want to request replacement Summer EBT cards to be sent to this address?,¿Quieres solicitar que las tarjetas DC SUN Bucks de reemplazo sean enviadas a esta dirección?,¿Quieres solicitar que las tarjetas Summer EBT de reemplazo sean enviadas a esta dirección?,የDC SUN Bucks ካርዶች ምትክ ወደዚህ አድራሻ እንዲላኩ መጠየቅ ይፈልጋሉ?,የዲሲ ሰን ቡክስ ካርዶችን ወደዚህ አድራሻ እንዲላኩ መጠየቅ ይፈልጋሉ?,Ready to Publish,,"Figma, Code",
S5 - Bulk Order New Cards - Body 1,,We can send replacement cards if,We can send replacement cards if,Podemos enviar tarjetas de reemplazo si,Podemos enviar tarjetas de reemplazo si,የሚከተለው ከሆነ ምትክ ካርዶችን መላክ እንችላለን,የምንተካ ካርዶችን መላክ እንችላለን ከሆነ,Ready to Publish,,"Figma, Code",
S5 - Bulk Order New Cards - Body 2,,"You haven't received them in the mail after two weeks
Or you no longer have them","You haven't received them in the mail after two weeks
Or you no longer have them","No las has recibido por correo después de dos semanas
o ya no las tienes","No las has recibido por correo después de dos semanas
O ya no las tienes","ከሁለት ሳምንታት በኋላ በፖስታ አልደረሰዎትም
ወይም ከእንግዲህ የሉዎትም","ከሁለት ሳምንት በኋላ በፖስታ አልደረሳችሁም

ወይም ከእንግዲህ አይኖሯችሁም",Ready to Publish,,"Figma, Code",
